frame.number,frame.time,wlan_radio.signal_db,wlan_radio.channel,wlan.ssid,_ws.col.protocol,ip.ttl,wlan.bssid,wlan.sa,wlan.ta,wlan.ra,wlan.da,ip.src,ip.dst,tcp.srcport,tcp.dstport,tcp.flags,_ws.col.info,frame.len,frame.time_delta_displayed,ppi_gps.lat,ppi_gps.lon,"ppi_gps.alt "
674,"Mar 14, 2025 13:32:38.242819934 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:95:b8:26:0f:8b,,,,,,,"Request-to-send, Flags=........",42,0.000726003,,,""
675,"Mar 14, 2025 13:32:38.243083934 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:95:b8:26:0f:8b,,,,,,,"Request-to-send, Flags=........",42,0.000264000,,,""
676,"Mar 14, 2025 13:32:38.243450243 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:95:b8:26:0f:8b,,,,,,,"Request-to-send, Flags=........",42,0.000366309,,,""
677,"Mar 14, 2025 13:32:38.243455881 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:95:b8:26:0f:8b,,,,,,,"Request-to-send, Flags=........",42,0.000005638,,,""
678,"Mar 14, 2025 13:32:38.244074931 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:95:b8:26:0f:8b,,,,,,,"Request-to-send, Flags=........",42,0.000619050,,,""
679,"Mar 14, 2025 13:32:38.244428752 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:95:b8:26:0f:8b,,,,,,,"Request-to-send, Flags=........",42,0.000353821,,,""
680,"Mar 14, 2025 13:32:38.246959138 Pakistan Standard Time",,1,,802.11,,,,,6e:95:b8:26:0f:8b,,,,,,,"Acknowledgement, Flags=........",36,0.002530386,,,""
681,"Mar 14, 2025 13:32:38.247608326 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:95:b8:26:0f:8b,,,,,,,"Request-to-send, Flags=........",42,0.000649188,,,""
682,"Mar 14, 2025 13:32:38.254516894 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:95:b8:26:0f:8b,,,,,,,"Request-to-send, Flags=........",42,0.006908568,,,""
683,"Mar 14, 2025 13:32:38.255080541 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:95:b8:26:0f:8b,,,,,,,"Request-to-send, Flags=........",42,0.000563647,,,""
684,"Mar 14, 2025 13:32:38.257026353 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:95:b8:26:0f:8b,,,,,,,"Request-to-send, Flags=........",42,0.001945812,,,""
685,"Mar 14, 2025 13:32:38.257839214 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:95:b8:26:0f:8b,,,,,,,"Request-to-send, Flags=........",42,0.000812861,,,""
686,"Mar 14, 2025 13:32:38.258331391 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:95:b8:26:0f:8b,,,,,,,"Request-to-send, Flags=........",42,0.000492177,,,""
687,"Mar 14, 2025 13:32:38.258951917 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:95:b8:26:0f:8b,,,,,,,"Request-to-send, Flags=........",42,0.000620526,,,""
688,"Mar 14, 2025 13:32:38.262939260 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:95:b8:26:0f:8b,,,,,,,"Request-to-send, Flags=........",42,0.003987343,,,""
689,"Mar 14, 2025 13:32:38.264313454 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:95:b8:26:0f:8b,,,,,,,"Request-to-send, Flags=........",42,0.001374194,,,""
690,"Mar 14, 2025 13:32:38.268276789 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:95:b8:26:0f:8b,,,,,,,"Request-to-send, Flags=........",42,0.003963335,,,""
691,"Mar 14, 2025 13:32:38.268287923 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:95:b8:26:0f:8b,,,,,,,"Request-to-send, Flags=........",42,0.000011134,,,""
692,"Mar 14, 2025 13:32:38.269640512 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:95:b8:26:0f:8b,,,,,,,"Request-to-send, Flags=........",42,0.001352589,,,""
693,"Mar 14, 2025 13:32:38.269648745 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:95:b8:26:0f:8b,,,,,,,"Request-to-send, Flags=........",42,0.000008233,,,""
694,"Mar 14, 2025 13:32:38.270114896 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:95:b8:26:0f:8b,,,,,,,"Request-to-send, Flags=........",42,0.000466151,,,""
695,"Mar 14, 2025 13:32:38.273583303 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:95:b8:26:0f:8b,,,,,,,"Request-to-send, Flags=........",42,0.003468407,,,""
696,"Mar 14, 2025 13:32:38.273589607 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:95:b8:26:0f:8b,,,,,,,"Request-to-send, Flags=........",42,0.000006304,,,""
697,"Mar 14, 2025 13:32:38.274080681 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:95:b8:26:0f:8b,,,,,,,"Request-to-send, Flags=........",42,0.000491074,,,""
698,"Mar 14, 2025 13:32:38.311106718 Pakistan Standard Time",,1,,802.11,,b0:4e:26:ec:47:62,82:a3:fb:8b:c0:d1,82:a3:fb:8b:c0:d1,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,,,,,,"Null function (No data), SN=138, FN=0, Flags=.......T",50,0.037026037,,,""
699,"Mar 14, 2025 13:32:38.311118809 Pakistan Standard Time",,1,,802.11,,,,,82:a3:fb:8b:c0:d1,,,,,,,"Acknowledgement, Flags=........",36,0.000012091,,,""
700,"Mar 14, 2025 13:32:38.330383368 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:95:b8:26:0f:8b,,,,,,,"Request-to-send, Flags=........",42,0.019264559,,,""
701,"Mar 14, 2025 13:32:38.330729659 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:95:b8:26:0f:8b,,,,,,,"Request-to-send, Flags=........",42,0.000346291,,,""
702,"Mar 14, 2025 13:32:38.331560620 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:95:b8:26:0f:8b,,,,,,,"Request-to-send, Flags=........",42,0.000830961,,,""
703,"Mar 14, 2025 13:32:38.331978805 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:95:b8:26:0f:8b,,,,,,,"Request-to-send, Flags=........",42,0.000418185,,,""
704,"Mar 14, 2025 13:32:38.331985786 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:95:b8:26:0f:8b,,,,,,,"Request-to-send, Flags=........",42,0.000006981,,,""
705,"Mar 14, 2025 13:32:38.332605068 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:95:b8:26:0f:8b,,,,,,,"Request-to-send, Flags=........",42,0.000619282,,,""
706,"Mar 14, 2025 13:32:38.333050124 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:95:b8:26:0f:8b,,,,,,,"Request-to-send, Flags=........",42,0.000445056,,,""
707,"Mar 14, 2025 13:32:38.333598082 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:95:b8:26:0f:8b,,,,,,,"Request-to-send, Flags=........",42,0.000547958,,,""
708,"Mar 14, 2025 13:32:38.333947699 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:95:b8:26:0f:8b,,,,,,,"Request-to-send, Flags=........",42,0.000349617,,,""
709,"Mar 14, 2025 13:32:38.334749707 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:95:b8:26:0f:8b,,,,,,,"Request-to-send, Flags=........",42,0.000802008,,,""
710,"Mar 14, 2025 13:32:38.341899183 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:95:b8:26:0f:8b,,,,,,,"Request-to-send, Flags=........",42,0.007149476,,,""
711,"Mar 14, 2025 13:32:38.351765181 Pakistan Standard Time",,1,,802.11,,,,,6e:95:b8:26:0f:8b,,,,,,,"Acknowledgement, Flags=........",36,0.009865998,,,""
712,"Mar 14, 2025 13:32:38.367856237 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:95:b8:26:0f:8b,,,,,,,"Request-to-send, Flags=........",42,0.016091056,,,""
713,"Mar 14, 2025 13:32:38.395867045 Pakistan Standard Time",,1,<MISSING>,802.11,,70:4f:57:aa:c1:f2,70:4f:57:aa:c1:f2,70:4f:57:aa:c1:f2,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Beacon frame, SN=3145, FN=0, Flags=........, BI=100, SSID=Wildcard (Broadcast)",224,0.028010808,,,""
714,"Mar 14, 2025 13:32:38.412411449 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:95:b8:26:0f:8b,,,,,,,"Request-to-send, Flags=........",42,0.016544404,,,""
715,"Mar 14, 2025 13:32:38.413066424 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:95:b8:26:0f:8b,,,,,,,"Request-to-send, Flags=........",42,0.000654975,,,""
716,"Mar 14, 2025 13:32:38.422828382 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:95:b8:26:0f:8b,,,,,,,"Request-to-send, Flags=........",42,0.009761958,,,""
717,"Mar 14, 2025 13:32:38.440748801 Pakistan Standard Time",,1,Abh2,802.11,,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Beacon frame, SN=198, FN=0, Flags=........, BI=100, SSID=""Abh2""",279,0.017920419,,,""
718,"Mar 14, 2025 13:32:38.453307064 Pakistan Standard Time",,1,Abh Main,802.11,,48:8e:ef:b4:10:08,48:8e:ef:b4:10:08,48:8e:ef:b4:10:08,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Beacon frame, SN=173, FN=0, Flags=........, BI=98, SSID=""Abh Main""",270,0.012558263,,,""
719,"Mar 14, 2025 13:32:38.493112303 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:95:b8:26:0f:8b,,,,,,,"Request-to-send, Flags=........",42,0.039805239,,,""
720,"Mar 14, 2025 13:32:38.493954290 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:95:b8:26:0f:8b,,,,,,,"Request-to-send, Flags=........",42,0.000841987,,,""
721,"Mar 14, 2025 13:32:38.500208789 Pakistan Standard Time",,1,<MISSING>,802.11,,70:4f:57:aa:c1:f2,70:4f:57:aa:c1:f2,70:4f:57:aa:c1:f2,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Beacon frame, SN=3146, FN=0, Flags=........, BI=100, SSID=Wildcard (Broadcast)",224,0.006254499,,,""
722,"Mar 14, 2025 13:32:38.543241247 Pakistan Standard Time",,1,Abh2,802.11,,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Beacon frame, SN=199, FN=0, Flags=........, BI=100, SSID=""Abh2""",279,0.043032458,,,""
723,"Mar 14, 2025 13:32:38.550866691 Pakistan Standard Time",,1,Abh Main,802.11,,48:8e:ef:b4:10:08,48:8e:ef:b4:10:08,48:8e:ef:b4:10:08,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Beacon frame, SN=175, FN=0, Flags=........, BI=98, SSID=""Abh Main""",270,0.007625444,,,""
724,"Mar 14, 2025 13:32:38.611886158 Pakistan Standard Time",,1,,802.11,,48:8e:ef:b4:10:08,6e:95:b8:26:0f:8b,6e:95:b8:26:0f:8b,48:8e:ef:b4:10:08,48:8e:ef:b4:10:08,,,,,,"Null function (No data), SN=113, FN=0, Flags=...P...T",50,0.061019467,,,""
725,"Mar 14, 2025 13:32:38.613331828 Pakistan Standard Time",,1,,802.11,,,,,6e:95:b8:26:0f:8b,,,,,,,"Acknowledgement, Flags=........",36,0.001445670,,,""
726,"Mar 14, 2025 13:32:38.645534806 Pakistan Standard Time",,1,Abh2,802.11,,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Beacon frame, SN=200, FN=0, Flags=........, BI=100, SSID=""Abh2""",279,0.032202978,,,""
727,"Mar 14, 2025 13:32:38.748382496 Pakistan Standard Time",,1,Abh2,802.11,,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Beacon frame, SN=201, FN=0, Flags=........, BI=100, SSID=""Abh2""",279,0.102847690,,,""
728,"Mar 14, 2025 13:32:38.751371559 Pakistan Standard Time",,1,,802.11,,b0:4e:26:ec:47:62,48:8e:ef:b4:10:01,b0:4e:26:ec:47:62,01:00:5e:7f:ff:fa,01:00:5e:7f:ff:fa,,,,,,"Data, SN=1691, FN=0, Flags=.p....F.",234,0.002989063,,,""
729,"Mar 14, 2025 13:32:38.753592784 Pakistan Standard Time",,1,,802.11,,48:8e:ef:b4:10:08,48:8e:ef:b4:10:01,48:8e:ef:b4:10:08,01:00:5e:7f:ff:fa,01:00:5e:7f:ff:fa,,,,,,"Data, SN=178, FN=0, Flags=.p....F.",238,0.002221225,,,""
730,"Mar 14, 2025 13:32:38.850256293 Pakistan Standard Time",,1,Abh2,802.11,,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Beacon frame, SN=202, FN=0, Flags=........, BI=100, SSID=""Abh2""",279,0.096663509,,,""
731,"Mar 14, 2025 13:32:38.908511001 Pakistan Standard Time",,1,<MISSING>,802.11,,70:4f:57:aa:c1:f2,70:4f:57:aa:c1:f2,70:4f:57:aa:c1:f2,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Beacon frame, SN=3150, FN=0, Flags=........, BI=100, SSID=Wildcard (Broadcast)",224,0.058254708,,,""
732,"Mar 14, 2025 13:32:38.955245557 Pakistan Standard Time",,1,Abh Main,802.11,,48:8e:ef:b4:10:08,48:8e:ef:b4:10:08,48:8e:ef:b4:10:08,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Beacon frame, SN=180, FN=0, Flags=........, BI=98, SSID=""Abh Main""",270,0.046734556,,,""
733,"Mar 14, 2025 13:32:38.955261752 Pakistan Standard Time",,1,Abh2,802.11,,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Beacon frame, SN=203, FN=0, Flags=........, BI=100, SSID=""Abh2""",279,0.000016195,,,""
734,"Mar 14, 2025 13:32:39.010823556 Pakistan Standard Time",,1,<MISSING>,802.11,,70:4f:57:aa:c1:f2,70:4f:57:aa:c1:f2,70:4f:57:aa:c1:f2,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Beacon frame, SN=3151, FN=0, Flags=........, BI=100, SSID=Wildcard (Broadcast)",224,0.055561804,,,""
735,"Mar 14, 2025 13:32:39.057267106 Pakistan Standard Time",,1,,802.11,,,,,4c:eb:bd:07:f4:b1,,,,,,,"Acknowledgement, Flags=........",36,0.046443550,,,""
736,"Mar 14, 2025 13:32:39.059217973 Pakistan Standard Time",,1,,802.11,,b0:4e:26:ec:47:62,48:8e:ef:b4:10:01,b0:4e:26:ec:47:62,01:00:5e:7f:ff:fa,01:00:5e:7f:ff:fa,,,,,,"Data, SN=1692, FN=0, Flags=.p....F.",234,0.001950867,,,""
737,"Mar 14, 2025 13:32:39.153356281 Pakistan Standard Time",,1,Abh Main,802.11,,48:8e:ef:b4:10:08,48:8e:ef:b4:10:08,48:8e:ef:b4:10:08,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Beacon frame, SN=183, FN=0, Flags=........, BI=98, SSID=""Abh Main""",270,0.094138308,,,""
738,"Mar 14, 2025 13:32:39.157977195 Pakistan Standard Time",,1,Abh2,802.11,,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Beacon frame, SN=205, FN=0, Flags=........, BI=100, SSID=""Abh2""",279,0.004620914,,,""
739,"Mar 14, 2025 13:32:39.205146436 Pakistan Standard Time",,1,,802.11,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,6e:17:48:db:f2:d6,48:8e:ef:b4:10:08,48:8e:ef:b4:10:01,,,,,,"QoS Data, SN=4067, FN=0, Flags=.p.PR..T",141,0.047169241,,,""
740,"Mar 14, 2025 13:32:39.206410591 Pakistan Standard Time",,1,,802.11,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,6e:17:48:db:f2:d6,48:8e:ef:b4:10:08,48:8e:ef:b4:10:01,,,,,,"QoS Data, SN=4067, FN=0, Flags=.p.PR..T",141,0.001264155,,,""
741,"Mar 14, 2025 13:32:39.206423805 Pakistan Standard Time",,1,,802.11,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,6e:17:48:db:f2:d6,48:8e:ef:b4:10:08,48:8e:ef:b4:10:01,,,,,,"QoS Data, SN=4068, FN=0, Flags=.p.PR..T",141,0.000013214,,,""
742,"Mar 14, 2025 13:32:39.206429671 Pakistan Standard Time",,1,,802.11,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,6e:17:48:db:f2:d6,48:8e:ef:b4:10:08,48:8e:ef:b4:10:01,,,,,,"QoS Data, SN=4067, FN=0, Flags=.p.PR..T",141,0.000005866,,,""
743,"Mar 14, 2025 13:32:39.206434798 Pakistan Standard Time",,1,,802.11,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,6e:17:48:db:f2:d6,48:8e:ef:b4:10:08,48:8e:ef:b4:10:01,,,,,,"QoS Data, SN=4068, FN=0, Flags=.p.PR..T",141,0.000005127,,,""
744,"Mar 14, 2025 13:32:39.206439382 Pakistan Standard Time",,1,,802.11,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,6e:17:48:db:f2:d6,48:8e:ef:b4:10:08,48:8e:ef:b4:10:01,,,,,,"QoS Data, SN=4067, FN=0, Flags=.p.PR..T",141,0.000004584,,,""
745,"Mar 14, 2025 13:32:39.206443958 Pakistan Standard Time",,1,,802.11,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,6e:17:48:db:f2:d6,48:8e:ef:b4:10:08,48:8e:ef:b4:10:01,,,,,,"QoS Data, SN=4068, FN=0, Flags=.p.PR..T",141,0.000004576,,,""
746,"Mar 14, 2025 13:32:39.206450031 Pakistan Standard Time",,1,,802.11,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,6e:17:48:db:f2:d6,48:8e:ef:b4:10:08,48:8e:ef:b4:10:01,,,,,,"QoS Data, SN=4067, FN=0, Flags=.p.PR..T",138,0.000006073,,,""
747,"Mar 14, 2025 13:32:39.206455004 Pakistan Standard Time",,1,,802.11,,,,,6e:17:48:db:f2:d6,,,,,,,"Acknowledgement, Flags=........",36,0.000004973,,,""
748,"Mar 14, 2025 13:32:39.208587917 Pakistan Standard Time",,1,,802.11,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,6e:17:48:db:f2:d6,48:8e:ef:b4:10:08,48:8e:ef:b4:10:08,,,,,,"QoS Null function (No data), SN=1794, FN=0, Flags=.......T",52,0.002132913,,,""
749,"Mar 14, 2025 13:32:39.208600907 Pakistan Standard Time",,1,,802.11,,,,,6e:17:48:db:f2:d6,,,,,,,"Acknowledgement, Flags=........",36,0.000012990,,,""
750,"Mar 14, 2025 13:32:39.215107218 Pakistan Standard Time",,1,<MISSING>,802.11,,70:4f:57:aa:c1:f2,70:4f:57:aa:c1:f2,70:4f:57:aa:c1:f2,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Beacon frame, SN=3153, FN=0, Flags=........, BI=100, SSID=Wildcard (Broadcast)",224,0.006506311,,,""
751,"Mar 14, 2025 13:32:39.241616747 Pakistan Standard Time",,1,Abh2,802.11,,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,7a:ec:1a:b1:8a:0f,7a:ec:1a:b1:8a:0f,,,,,,"Probe Response, SN=206, FN=0, Flags=........, BI=100, SSID=""Abh2""",378,0.026509529,,,""
752,"Mar 14, 2025 13:32:39.245271879 Pakistan Standard Time",,1,Abh2,802.11,,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,7a:ec:1a:b1:8a:0f,7a:ec:1a:b1:8a:0f,,,,,,"Probe Response, SN=207, FN=0, Flags=........, BI=100, SSID=""Abh2""",378,0.003655132,,,""
753,"Mar 14, 2025 13:32:39.249344979 Pakistan Standard Time",,1,Abh2,802.11,,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,7a:ec:1a:b1:8a:0f,7a:ec:1a:b1:8a:0f,,,,,,"Probe Response, SN=208, FN=0, Flags=........, BI=100, SSID=""Abh2""",378,0.004073100,,,""
754,"Mar 14, 2025 13:32:39.260392441 Pakistan Standard Time",,1,Abh2,802.11,,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Beacon frame, SN=209, FN=0, Flags=........, BI=100, SSID=""Abh2""",279,0.011047462,,,""
755,"Mar 14, 2025 13:32:39.308240588 Pakistan Standard Time",,1,Abh 7,802.11,,70:4f:57:aa:af:b4,70:4f:57:aa:af:b4,70:4f:57:aa:af:b4,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Beacon frame, SN=3966, FN=0, Flags=........, BI=100, SSID=""Abh 7""",280,0.047848147,,,""
756,"Mar 14, 2025 13:32:39.317524785 Pakistan Standard Time",,1,<MISSING>,802.11,,70:4f:57:aa:c1:f2,70:4f:57:aa:c1:f2,70:4f:57:aa:c1:f2,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Beacon frame, SN=3154, FN=0, Flags=........, BI=100, SSID=Wildcard (Broadcast)",224,0.009284197,,,""
757,"Mar 14, 2025 13:32:39.354303412 Pakistan Standard Time",,1,Abh Main,802.11,,48:8e:ef:b4:10:08,48:8e:ef:b4:10:08,48:8e:ef:b4:10:08,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Beacon frame, SN=186, FN=0, Flags=........, BI=98, SSID=""Abh Main""",270,0.036778627,,,""
758,"Mar 14, 2025 13:32:39.362355696 Pakistan Standard Time",,1,Abh2,802.11,,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Beacon frame, SN=210, FN=0, Flags=........, BI=100, SSID=""Abh2""",279,0.008052284,,,""
759,"Mar 14, 2025 13:32:39.458543163 Pakistan Standard Time",,1,Abh Main,802.11,,48:8e:ef:b4:10:08,48:8e:ef:b4:10:08,48:8e:ef:b4:10:08,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Beacon frame, SN=187, FN=0, Flags=........, BI=98, SSID=""Abh Main""",270,0.096187467,,,""
760,"Mar 14, 2025 13:32:39.458557122 Pakistan Standard Time",,1,,802.11,,,,,4c:eb:bd:07:f4:b1,,,,,,,"Acknowledgement, Flags=........",36,0.000013959,,,""
761,"Mar 14, 2025 13:32:39.464947369 Pakistan Standard Time",,1,Abh2,802.11,,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Beacon frame, SN=211, FN=0, Flags=........, BI=100, SSID=""Abh2""",279,0.006390247,,,""
762,"Mar 14, 2025 13:32:39.523033544 Pakistan Standard Time",,1,<MISSING>,802.11,,70:4f:57:aa:c1:f2,70:4f:57:aa:c1:f2,70:4f:57:aa:c1:f2,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Beacon frame, SN=3156, FN=0, Flags=........, BI=100, SSID=Wildcard (Broadcast)",224,0.058086175,,,""
763,"Mar 14, 2025 13:32:39.554406556 Pakistan Standard Time",,1,Abh Main,802.11,,48:8e:ef:b4:10:08,48:8e:ef:b4:10:08,48:8e:ef:b4:10:08,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Beacon frame, SN=188, FN=0, Flags=........, BI=98, SSID=""Abh Main""",270,0.031373012,,,""
764,"Mar 14, 2025 13:32:39.556513526 Pakistan Standard Time",,1,,802.11,,48:8e:ef:b4:10:08,48:8e:ef:b4:10:01,48:8e:ef:b4:10:08,33:33:00:00:00:0c,33:33:00:00:00:0c,,,,,,"Data, SN=189, FN=0, Flags=.p....F.",253,0.002106970,,,""
765,"Mar 14, 2025 13:32:39.567065774 Pakistan Standard Time",,1,Abh2,802.11,,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Beacon frame, SN=212, FN=0, Flags=........, BI=100, SSID=""Abh2""",279,0.010552248,,,""
766,"Mar 14, 2025 13:32:39.579591579 Pakistan Standard Time",,1,,802.11,,b0:4e:26:ec:47:62,82:a3:fb:8b:c0:d1,82:a3:fb:8b:c0:d1,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,,,,,,"Null function (No data), SN=140, FN=0, Flags=.......T",50,0.012525805,,,""
767,"Mar 14, 2025 13:32:39.579925370 Pakistan Standard Time",,1,,802.11,,,,,82:a3:fb:8b:c0:d1,,,,,,,"Acknowledgement, Flags=........",36,0.000333791,,,""
768,"Mar 14, 2025 13:32:39.622231335 Pakistan Standard Time",,1,,802.11,,b0:4e:26:ec:47:62,82:a3:fb:8b:c0:d1,82:a3:fb:8b:c0:d1,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,,,,,,"Null function (No data), SN=141, FN=0, Flags=...P...T",50,0.042305965,,,""
769,"Mar 14, 2025 13:32:39.622618738 Pakistan Standard Time",,1,,802.11,,,,,82:a3:fb:8b:c0:d1,,,,,,,"Acknowledgement, Flags=........",36,0.000387403,,,""
770,"Mar 14, 2025 13:32:39.624720608 Pakistan Standard Time",,1,<MISSING>,802.11,,70:4f:57:aa:c1:f2,70:4f:57:aa:c1:f2,70:4f:57:aa:c1:f2,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Beacon frame, SN=3157, FN=0, Flags=........, BI=100, SSID=Wildcard (Broadcast)",224,0.002101870,,,""
